_id,HBR,CancerSiteICD10Code,CancerSite,Sex,SexQF,Year,DeathsAgeUnder5,DeathsAge5To9,DeathsAge10To14,DeathsAge15To19,DeathsAge20To24,DeathsAge25To29,DeathsAge30To34,DeathsAge35To39,DeathsAge40To44,DeathsAge45To49,DeathsAge50To54,DeathsAge55To59,DeathsAge60To64,DeathsAge65To69,DeathsAge70To74,DeathsAge75To79,DeathsAge80To84,DeathsAge85To89,DeathsAge90AndOver,DeathsAllAges,MortalityRateAgeUnder5,MortalityRateAge5To9,MortalityRateAge10To14,MortalityRateAge15To19,MortalityRateAge20To24,MortalityRateAge25To29,MortalityRateAge30To34,MortalityRateAge35To39,MortalityRateAge40To44,MortalityRateAge45To49,MortalityRateAge50To54,MortalityRateAge55To59,MortalityRateAge60To64,MortalityRateAge65To69,MortalityRateAge70To74,MortalityRateAge75To79,MortalityRateAge80To84,MortalityRateAge85To89,MortalityRateAge90AndOver,CrudeRate,CrudeRateLower95pcConfidenceInterval,CrudeRateUpper95pcConfidenceInterval,EASR,EASRLower95pcConfidenceInterval,EASRLower95pcConfidenceIntervalQF,EASRUpper95pcConfidenceInterval,EASRUpper95pcConfidenceIntervalQF,WASR,WASRLower95pcConfidenceInterval,WASRLower95pcConfidenceIntervalQF,WASRUpper95pcConfidenceInterval,WASRUpper95pcConfidenceIntervalQF,StandardisedMortalityRatio,SMRLower95pcConfidenceInterval,SMRUpper95pcConfidenceInterval
209,S08000016,C91.1,Chronic lymphocytic leukaemia,Male, ,2014-2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.04311435,25.44529262,25.91680705,0,66.8002672,2.878878389,1.242895352,5.672538098,2.935890271, ,z, ,z,0.712159283, ,z, ,z,109.4172087,47.23858452,215.5955206
210,S08000016,C91.1,Chronic lymphocytic leukaemia,Female, ,2014-2018,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,1,5,0,0,0,0,0,0,0,0,0,0,0,0,4.788354721,0,0,0,9.809691976,32.18020917,26.80246583,1.694892273,0.550326907,3.955313175,1.283271379, ,z, ,z,0.391397046, ,z, ,z,126.6214737,41.11364786,295.4922808
211,S08000016,C92.1-C92.2,Chronic myeloid leukaemia,All,d,2014-2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.522915791,0, ,z, ,z,0, ,z, ,z,0,0,299.5732274
212,S08000016,C92.1-C92.2,Chronic myeloid leukaemia,Male, ,2014-2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.078043613,0, ,z, ,z,0, ,z, ,z,0,0,299.5732274
213,S08000016,C92.1-C92.2,Chronic myeloid leukaemia,Female, ,2014-2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.015488696,0, ,z, ,z,0, ,z, ,z,0,0,299.5732274
214,S08000016,C22,Liver and intrahepatic bile ducts,All,d,2014-2018,0,0,0,0,0,0,0,1,0,0,2,5,2,13,8,13,6,3,1,54,0,0,0,0,0,0,0,3.614806246,0,0,4.274783055,11.25923257,4.851895878,30.71543332,23.14948782,50.67435877,33.49896712,28.7136294,19.12777353,9.425893278,7.081021134,12.29874608,8.131539761,6.088872857, ,10.46512493, ,3.338388687,2.414795883, ,4.40922669, ,69.60694047,52.29087599,90.82195826
215,S08000016,C22,Liver and intrahepatic bile ducts,Male, ,2014-2018,0,0,0,0,0,0,0,1,0,0,0,4,2,9,5,10,5,2,0,38,0,0,0,0,0,0,0,7.50863493,0,0,0,18.29073117,9.834292177,43.13650307,30.10778587,84.81764207,64.79201762,47.24781479,0,13.67467235,9.677012028,18.76955619,11.90367981,8.389810724, ,16.02257134, ,4.818426418,3.244626298, ,6.698488696, ,76.3054073,53.99824767,104.7351332
216,S08000016,C22,Liver and intrahepatic bile ducts,Female, ,2014-2018,0,0,0,0,0,0,0,0,0,0,2,1,0,4,3,3,1,1,1,16,0,0,0,0,0,0,0,0,0,0,8.429570935,4.436754071,0,18.63932898,16.71216088,21.63877669,9.809691976,16.09010459,26.80246583,5.423655272,3.10008761,8.80767637,4.359399712, ,z, ,z,1.858350955, ,z, ,z,57.59831068,32.92241124,93.536048
217,S08000016,C33-C34,"Trachea, bronchus and lung",All,d,2014-2018,0,0,0,0,0,0,0,1,1,7,7,22,34,57,82,78,63,42,18,412,0,0,0,0,0,0,0,3.614806246,2.915196922,15.92284245,14.96174069,49.54062331,82.48222993,134.6753615,237.2822501,304.0461526,351.7391547,401.9908116,344.2999235,71.91607464,65.13860103,79.20712619,62.61137643,56.55536059, ,68.97098858, ,23.20832625,20.79294401, ,25.75451693, ,76.16097998,68.98346043,83.88239184
218,S08000016,C33-C34,"Trachea, bronchus and lung",Male, ,2014-2018,0,0,0,0,0,0,0,0,0,4,4,8,17,26,49,37,35,23,12,215,0,0,0,0,0,0,0,0,0,18.88395808,17.34605377,36.58146234,83.5914835,124.6165644,295.0563016,313.8252757,453.5441234,543.3498701,801.6032064,77.3698567,67.37289358,88.43216914,71.59400524,62.05351849, ,81.80672349, ,24.90695557,21.44265461, ,28.62687274, ,75.96145578,66.14647221,86.82239559
219,S08000016,C33-C34,"Trachea, bronchus and lung",Female, ,2014-2018,0,0,0,0,0,0,0,1,1,3,3,14,17,31,33,41,28,19,6,197,0,0,0,0,0,0,0,6.970584135,5.510856387,13.16944688,12.6443564,62.11455699,81.40203026,144.4547996,183.8337697,295.7299481,274.6713753,305.7119871,160.814795,66.77875554,57.7787557,76.78327679,53.62874761,46.36988428, ,61.40772779, ,21.50969694,18.22324095, ,25.06459587, ,76.37993446,66.08595111,87.82286524
220,S08000016,C45,Mesothelioma,All,d,2014-2018,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,4,3,0,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,4.725451281,17.36211586,15.59211039,16.74948356,0,19.12777353,2.792857268,1.596359241,4.53542523,2.665328144, ,z, ,z,0.815535102, ,z, ,z,72.38409693,41.37376562,117.5472385
221,S08000016,C45,Mesothelioma,Male, ,2014-2018,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,4,3,0,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,9.585889571,36.12934305,33.92705683,38.87521057,0,66.8002672,5.757756778,3.291055488,9.350236283,5.330656288, ,z, ,z,1.631070204, ,z, ,z,85.04349923,48.60970785,138.1053148
222,S08000016,C45,Mesothelioma,Female, ,2014-2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.015488696,0, ,z, ,z,0, ,z, ,z,0,0,299.5732274
223,S08000016,C60,Penis,Male, ,2014-2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.021557175,0,0,0,0,0.359859799,0.009110861,2.005010469,0.301077859, ,z, ,z,0.120431143, ,z, ,z,43.91896078,1.111931816,244.7007875
224,S08000016,C61,Prostate,Male, ,2014-2018,0,0,0,0,0,0,0,0,0,0,0,1,4,12,14,29,29,25,13,127,0,0,0,0,0,0,0,0,0,0,0,4.572682793,19.66858435,57.51533742,84.30180045,245.971162,375.7937022,590.5976849,868.4034736,45.70219443,38.09986032,54.37694056,45.63246207,37.72586996, ,54.28006351, ,12.03570827,9.937167713, ,14.33229717, ,97.20450634,81.03501726,115.6549205
225,S08000016,C62,Testis,Male, ,2014-2018,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8.100445525,0,0,0,0,0,0,0,0,0,0,0,0,0.359859799,0.009110861,2.005010469,0.526528959, ,z, ,z,0.486026731, ,z, ,z,111.2897508,2.81761254,620.0668043
226,S08000016,C90,Multiple myeloma and malignant plasma cell neoplasms,All,d,2014-2018,0,0,0,0,0,0,0,0,0,0,1,4,4,5,10,7,9,6,2,48,0,0,0,0,0,0,0,0,0,0,2.137391527,9.007386057,9.703791757,11.8136282,28.93685977,27.28619319,50.24845067,57.42725881,38.25554705,8.378571803,6.177697433,11.10877065,7.28439104,5.332762182, ,9.535634379, ,2.635766465,1.885234993, ,3.510102754, ,144.594401,106.6124968,191.711198
227,S08000016,C90,Multiple myeloma and malignant plasma cell neoplasms,Male, ,2014-2018,0,0,0,0,0,0,0,0,0,0,0,4,4,2,4,7,4,4,1,30,0,0,0,0,0,0,0,0,0,0,0,18.29073117,19.66858435,9.585889571,24.0862287,59.37234945,51.8336141,94.49562958,66.8002672,10.79579396,7.283876849,15.41166716,9.856719395,6.589491902, ,13.77134611, ,3.576865622,2.335327174, ,5.078849259, ,156.080746,105.3070239,222.81497
228,S08000016,C90,Multiple myeloma and malignant plasma cell neoplasms,Female, ,2014-2018,0,0,0,0,0,0,0,0,0,0,1,0,0,3,6,0,5,2,1,18,0,0,0,0,0,0,0,0,0,0,4.214785467,0,0,13.97949674,33.42432176,0,49.04845988,32.18020917,26.80246583,6.101612182,3.616202079,9.64317781,4.712062684, ,z, ,z,1.694667308, ,z, ,z,128.7969553,76.33323842,203.554717
229,S08000016,C82-C86,Non-Hodgkin lymphoma,All,d,2014-2018,0,0,0,0,1,0,0,0,1,0,0,3,4,7,12,13,10,10,10,71,0,0,0,0,3.635570421,0,0,0,2.915196922,0,0,6.755539542,9.703791757,16.53907948,34.72423173,50.67435877,55.83161186,95.71209801,191.2777353,12.39330412,9.679273343,15.63246681,11.74700024,9.024944407, ,14.82235896, ,3.833600336,2.817231744, ,5.004098866, ,129.7209983,101.3131759,163.6253883
230,S08000016,C82-C86,Non-Hodgkin lymphoma,Male, ,2014-2018,0,0,0,0,1,0,0,0,1,0,0,2,4,3,6,8,4,4,7,40,0,0,0,0,7.240605315,0,0,0,6.18926781,0,0,9.145365586,19.66858435,14.37883436,36.12934305,67.85411366,51.8336141,94.49562958,467.6018704,14.39439194,10.28356464,19.60107633,15.34300998,10.72029814, ,20.78140924, ,5.154683974,3.382625585, ,7.294051259, ,137.1075482,97.95164257,186.701566
231,S08000016,C82-C86,Non-Hodgkin lymphoma,Female, ,2014-2018,0,0,0,0,0,0,0,0,0,0,0,1,0,4,6,5,6,6,3,31,0,0,0,0,0,0,0,0,0,0,0,4.436754071,0,18.63932898,33.42432176,36.06462781,58.85815185,96.54062751,80.40739748,10.50833209,7.139901825,14.9157386,8.150990493,5.532560777, ,11.26872025, ,2.512516698,1.63406398, ,3.576924712, ,121.2895541,82.4103674,172.1608403
232,S08000016,C15,Oesophagus,All,d,2014-2018,0,0,0,0,0,0,0,1,0,2,2,1,12,13,23,19,16,16,7,112,0,0,0,0,0,0,0,3.614806246,0,4.549383559,4.274783055,2.251846514,29.11137527,30.71543332,66.55477748,74.06252436,89.33057897,153.1393568,133.8944147,19.55000087,16.09741024,23.52373113,17.48986869,14.30896753, ,20.9852594, ,6.319101711,5.065131794, ,7.709675333, ,100.0322137,82.36621533,120.3647466
233,S08000016,C15,Oesophagus,Male, ,2014-2018,0,0,0,0,0,0,0,1,0,1,1,0,10,8,15,12,10,10,4,72,0,0,0,0,0,0,0,7.50863493,0,4.720989519,4.336513443,0,49.17146088,38.34355828,90.32335762,101.7811705,129.5840352,236.2390739,267.2010688,25.9099055,20.27290532,32.6292379,24.26142539,18.81689408, ,30.387255, ,8.761607845,6.644649976, ,11.16683043, ,95.28366218,74.55359736,119.9940031
234,S08000016,C15,Oesophagus,Female, ,2014-2018,0,0,0,0,0,0,0,0,0,1,1,1,2,5,8,7,6,6,3,40,0,0,0,0,0,0,0,0,0,4.389815628,4.214785467,4.436754071,9.576709443,23.29916123,44.56576235,50.49047894,58.85815185,96.54062751,80.40739748,13.55913818,9.686847108,18.46369777,10.71831198,7.649877057, ,14.29612346, ,3.876595577,2.628794427, ,5.362920357, ,109.8898503,78.50692014,149.6387865
235,S08000016,C25,Pancreas,All,d,2014-2018,0,0,0,0,0,0,0,0,1,2,3,3,8,17,21,19,19,14,10,117,0,0,0,0,0,0,0,0,2.915196922,4.549383559,6.412174582,6.755539542,19.40758351,40.16633589,60.76740552,74.06252436,106.0800625,133.9969372,191.2777353,20.42276877,16.8901862,24.47615235,17.59160479,14.43832641, ,21.05167739, ,6.266222817,5.041381777, ,7.622263041, ,116.6667126,96.48655002,139.8219931
236,S08000016,C25,Pancreas,Male, ,2014-2018,0,0,0,0,0,0,0,0,1,2,2,1,5,12,13,5,9,2,5,57,0,0,0,0,0,0,0,0,6.18926781,9.441979039,8.673026886,4.572682793,24.58573044,57.51533742,78.28024327,42.40882103,116.6256317,47.24781479,334.001336,20.51200852,15.53559494,26.57568622,19.21174731,14.33852813, ,24.78688417, ,7.446964286,5.469405679, ,9.724985687, ,109.6640716,83.05849691,142.0825247
237,S08000016,C25,Pancreas,Female, ,2014-2018,0,0,0,0,0,0,0,0,0,0,1,2,3,5,8,14,10,12,5,60,0,0,0,0,0,0,0,0,0,0,4.214785467,8.873508141,14.36506416,23.29916123,44.56576235,100.9809579,98.09691976,193.081255,134.0123291,20.33870727,15.52057631,26.17994787,15.97146227,12.17813122, ,20.27123589, ,5.085481348,3.732032209, ,6.645103706, ,124.2010742,94.77850408,159.871402
238,S08000016,C43,Malignant melanoma of the skin,All,d,2014-2018,0,0,0,0,0,0,1,0,0,1,2,4,1,2,7,3,5,3,0,29,0,0,0,0,0,0,3.787161522,0,0,2.274691779,4.274783055,9.007386057,2.425947939,4.725451281,20.25580184,11.69408279,27.91580593,28.7136294,0,5.062053797,3.390136874,7.269953645,4.371162923,2.908745425, ,6.126683748, ,1.963768268,1.206451962, ,2.902583256, ,127.9788986,85.70947693,183.7990463
239,S08000016,C43,Malignant melanoma of the skin,Male, ,2014-2018,0,0,0,0,0,0,1,0,0,0,2,3,1,1,4,2,3,1,0,18,0,0,0,0,0,0,8.100445525,0,0,0,8.673026886,13.71804838,4.917146088,4.792944785,24.0862287,16.96352841,38.87521057,23.62390739,0,6.477476375,3.838963021,10.23720528,5.793046161, ,z, ,z,2.741870144, ,z, ,z,135.3580802,80.22177689,213.9241231
240,S08000016,C43,Malignant melanoma of the skin,Female, ,2014-2018,0,0,0,0,0,0,0,0,0,1,0,1,0,1,3,1,2,2,0,11,0,0,0,0,0,0,0,0,0,4.389815628,0,4.436754071,0,4.659832246,16.71216088,7.212925563,19.61938395,32.18020917,0,3.728763,1.861385055,6.671786997,2.949279685, ,z, ,z,1.185666393, ,z, ,z,117.497207,58.65418238,210.2349593
241,S08000016,C44,Non-melanoma skin cancer,All,d,2014-2018,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,1,4,3,2,14,0,0,0,0,0,0,0,0,2.915196922,0,0,0,4.851895878,0,2.893685977,3.898027598,22.33264474,28.7136294,38.25554705,2.443750109,1.336020925,4.100197441,2.57956196, ,z, ,z,0.803780502, ,z, ,z,110.5749061,60.45233011,185.5259036
242,S08000016,C44,Non-melanoma skin cancer,Male, ,2014-2018,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,3,2,2,11,0,0,0,0,0,0,0,0,6.18926781,0,0,0,4.917146088,0,6.021557175,8.481764207,38.87521057,47.24781479,133.6005344,3.958457785,1.976047864,7.082774416,4.385228769, ,z, ,z,1.31670689, ,z, ,z,122.5475695,61.17530518,219.271453
243,S08000016,C44,Non-melanoma skin cancer,Female, ,2014-2018,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4.788354721,0,0,0,9.809691976,16.09010459,0,1.016935364,0.20971652,2.971916676,0.773895151, ,z, ,z,0.290854115, ,z, ,z,81.41125211,16.78895739,237.9182261
244,S08000016,C16,Stomach,All,d,2014-2018,0,0,0,0,0,0,0,0,0,0,2,0,4,3,5,14,8,9,7,52,0,0,0,0,0,0,0,0,0,0,4.274783055,0,9.703791757,7.088176921,14.46842989,54.57238637,44.66528949,86.14088821,133.8944147,9.076786119,6.778978024,11.90299739,7.93690503,5.865578709, ,10.31660706, ,2.372337089,1.703407508, ,3.150336627, ,88.48145194,66.08218045,116.0316523
245,S08000016,C16,Stomach,Male, ,2014-2018,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4,6,6,2,2,24,0,0,0,0,0,0,0,0,0,0,0,0,14.75143827,4.792944785,24.0862287,50.89058524,77.75042115,47.24781479,133.6005344,8.636635167,5.533655116,12.85062853,8.377116198,5.263995049, ,12.20181498, ,2.462268546,1.517333231, ,3.632253718, ,64.39476955,41.25894391,95.81431271
246,S08000016,C16,Stomach,Female, ,2014-2018,0,0,0,0,0,0,0,0,0,0,2,0,1,2,1,8,2,7,5,28,0,0,0,0,0,0,0,0,0,0,8.429570935,0,4.788354721,9.319664492,5.570720294,57.7034045,19.61938395,112.6307321,134.0123291,9.491396727,6.306964196,13.71771093,7.496693862,4.975023236, ,10.52714357, ,2.282405632,1.404181779, ,3.370501953, ,130.2369715,86.54152173,188.2286852
247,S08000017,"C00-C97, excluding C44",All cancer types,All,d,2014-2018,0,0,0,0,0,2,4,6,13,40,88,118,164,332,388,479,462,333,200,2629,0,0,0,0,0,5.382131324,10.91971281,17.11840228,31.92769605,74.87131493,146.2231232,206.2216008,301.0665834,598.1443113,833.2080658,1359.096584,1809.352236,2335.203366,2773.540424,351.8751506,338.5517745,365.5884623,295.0099088,283.5827777, ,306.6595915, ,107.0473249,102.3575171, ,111.8407101, ,91.63016524,88.16068708,95.20118473
248,S08000017,"C00-C97, excluding C44",All cancer types,Male, ,2014-2018,0,0,0,0,0,1,2,1,5,15,38,66,99,190,213,279,246,163,91,1409,0,0,0,0,0,5.436555398,11.35718342,6.046680372,25.71884162,59.17159763,130.5976561,237.4015323,373.4439834,687.5588044,959.6756026,1671.259135,2181.818182,2945.428262,3939.393939,388.3746699,368.3581331,409.1961576,345.1802808,326.965201, ,363.882145, ,121.1689635,114.1786786, ,128.3640039, ,91.42081437,86.70905472,96.3220541
249,S08000017,"C00-C97, excluding C44",All cancer types,Female, ,2014-2018,0,0,0,0,0,1,2,5,8,25,50,52,65,142,175,200,216,170,109,1220,0,0,0,0,0,5.328786103,10.51469429,27.00950735,37.60105283,89.04719501,160.8492842,176.7565179,232.4500232,509.4901511,718.0370917,1078.167116,1514.832737,1948.200779,2224.035911,317.4223226,299.8583101,335.7466519,244.8395369,231.1839069, ,258.881478, ,92.92568635,86.73661576, ,99.32502236, ,91.87314462,86.78950387,97.17684772
250,S08000017,C00-C97,All cancer types incl NMSC,All,d,2014-2018,0,0,0,0,0,2,4,6,13,40,89,118,164,333,391,482,468,337,201,2648,0,0,0,0,0,5.382131324,10.91971281,17.11840228,31.92769605,74.87131493,147.8847496,206.2216008,301.0665834,599.9459508,839.6503962,1367.608671,1832.850317,2363.253857,2787.408126,354.4181813,341.0462869,368.1800023,297.2470446,285.7740011, ,308.9427277, ,107.6733463,102.9733093, ,112.4767997, ,91.73579957,88.27468643,95.29783932
251,S08000017,C00-C97,All cancer types incl NMSC,Male, ,2014-2018,0,0,0,0,0,1,2,1,5,15,39,66,99,191,213,280,252,166,92,1422,0,0,0,0,0,5.436555398,11.35718342,6.046680372,25.71884162,59.17159763,134.0344365,237.4015323,373.4439834,691.1775349,959.6756026,1677.249311,2235.033259,2999.638598,3982.683983,391.9579706,371.8480925,412.8727669,348.4359251,330.131869, ,367.2268802, ,122.0303136,115.0201415, ,129.2449283, ,91.52536003,86.82954065,96.40913432
252,S08000017,C00-C97,All cancer types incl NMSC,Female, ,2014-2018,0,0,0,0,0,1,2,5,8,25,50,52,65,142,178,202,216,171,109,1226,0,0,0,0,0,5.328786103,10.51469429,27.00950735,37.60105283,89.04719501,160.8492842,176.7565179,232.4500232,509.4901511,730.346299,1088.948787,1514.832737,1959.660784,2224.035911,318.983416,301.3756549,337.3514762,246.0581642,232.3680702, ,260.1345716, ,93.31637907,87.1188002, ,99.72389853, ,91.98109735,86.90377638,97.27765588
253,S08000017,C67,Bladder,All,d,2014-2018,0,0,0,0,0,0,0,0,0,1,1,3,3,7,10,18,19,19,16,97,0,0,0,0,0,0,0,0,0,1.871782873,1.6616264,5.242922055,5.507315551,12.61147644,21.47443469,51.07252298,74.4105898,133.2398317,221.8832339,12.98284123,10.52820965,15.8379653,11.4779099,9.240929142, ,13.95371666, ,3.275777091,2.584505307, ,4.047735781, ,105.0685266,85.20349708,128.1746921
254,S08000017,C67,Bladder,Male, ,2014-2018,0,0,0,0,0,0,0,0,0,0,1,2,3,7,9,12,14,12,7,67,0,0,0,0,0,0,0,0,0,0,3.436780424,7.193985828,11.31648435,25.33111385,40.54967335,71.88211333,124.1685144,216.8413444,303.030303,18.46778061,14.31227631,23.45342856,17.07028829,13.11716534, ,21.53613311, ,5.033965193,3.815197515, ,6.419082104, ,110.1994516,85.40306132,139.9494081
255,S08000017,C67,Bladder,Female, ,2014-2018,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,6,5,7,9,30,0,0,0,0,0,0,0,0,0,3.561887801,0,3.399163806,0,0,4.103069096,32.34501348,35.06557262,80.22003209,183.6359927,7.805466949,5.266315773,11.14278941,5.885531511,3.961566903, ,8.184282008, ,1.517588988,0.925055805, ,2.254414708, ,95.17207881,64.21220192,135.8640603
256,S08000017,C40-C41,Bone and articular cartilage,All,d,2014-2018,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,1,6,0,0,0,0,0,2.691065662,0,0,0,0,0,1.747640685,0,1.801639492,0,0,3.916346832,7.012622721,13.86770212,0.803062344,0.294709727,1.747928638,0.841508601, ,z, ,z,0.429137394, ,z, ,z,103.9330618,38.14160192,226.2185201
257,S08000017,C40-C41,Bone and articular cartilage,Male, ,2014-2018,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,5,0,0,0,0,0,5.436555398,0,0,0,0,0,3.596992914,0,0,0,0,8.869179601,18.07011203,43.29004329,1.378192583,0.44749538,3.216241746,1.485679467, ,z, ,z,0.750636023, ,z, ,z,146.6632238,47.62114954,342.2630398
258,S08000017,C40-C41,Bone and articular cartilage,Female, ,2014-2018,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.58795881,0,0,0,0,0,0.260182232,0.006587244,1.449642611,0.197337735, ,z, ,z,0.107638764, ,z, ,z,42.30520178,1.071074976,235.7094979
259,S08000017,"ICD-10 C40-C41, C47+C49",Bone and connective tissue,All,d,2014-2018,0,0,0,0,0,1,0,0,0,1,2,2,1,2,1,2,2,1,1,16,0,0,0,0,0,2.691065662,0,0,0,1.871782873,3.3232528,3.49528137,1.83577185,3.603278984,2.147443469,5.674724776,7.832693663,7.012622721,13.86770212,2.141499585,1.224052046,3.477661161,1.956560838, ,z, ,z,1.023495263, ,z, ,z,85.46492764,48.8505906,138.7896881
260,S08000017,"ICD-10 C40-C41, C47+C49",Bone and connective tissue,Male, ,2014-2018,0,0,0,0,0,1,0,0,0,0,1,2,1,1,1,1,1,1,1,11,0,0,0,0,0,5.436555398,0,0,0,0,3.436780424,7.193985828,3.772161449,3.618730549,4.505519261,5.990176111,8.869179601,18.07011203,43.29004329,3.032023683,1.513575298,5.4251279,2.85030151, ,z, ,z,1.475815281, ,z, ,z,100.3783497,50.10851049,179.6045949
261,S08000017,"ICD-10 C40-C41, C47+C49",Bone and connective tissue,Female, ,2014-2018,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,5,0,0,0,0,0,0,0,0,0,3.561887801,3.216985684,0,0,3.58795881,0,5.39083558,7.013114524,0,0,1.300911158,0.422402312,3.03589268,1.062820165, ,z, ,z,0.571175245, ,z, ,z,64.41148032,20.91423233,150.3149084
262,S08000017,ICD-10 C47+C49,Connective tissue,All,d,2014-2018,0,0,0,0,0,0,0,0,0,1,2,1,1,1,1,2,1,0,0,10,0,0,0,0,0,0,0,0,0,1.871782873,3.3232528,1.747640685,1.83577185,1.801639492,2.147443469,5.674724776,3.916346832,0,0,1.338437241,0.641832681,2.46143374,1.115052237, ,z, ,z,0.59435787, ,z, ,z,77.23091156,37.03522403,142.0303961
263,S08000017,ICD-10 C47+C49,Connective tissue,Male, ,2014-2018,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3.436780424,3.596992914,3.772161449,3.618730549,4.505519261,5.990176111,0,0,0,1.6538311,0.606926866,3.599694047,1.364622044, ,z, ,z,0.725179259, ,z, ,z,79.47685716,29.16660584,172.9876586
264,S08000017,ICD-10 C47+C49,Connective tissue,Female, ,2014-2018,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,4,0,0,0,0,0,0,0,0,0,3.561887801,3.216985684,0,0,0,0,5.39083558,7.013114524,0,0,1.040728927,0.283563605,2.664679397,0.86548243, ,z, ,z,0.463536481, ,z, ,z,74.09032127,20.18711892,189.7006488
265,S08000017,C71,Malignant brain cancer,All,d,2014-2018,0,0,0,0,0,0,0,0,1,4,3,11,7,12,13,12,1,6,0,70,0,0,0,0,0,0,0,0,2.455976619,7.487131493,4.9848792,19.22404754,12.85040295,21.6196739,27.91676509,34.04834866,3.916346832,42.07573633,0,9.369060685,7.303642438,11.83724454,7.926721525,6.168138478, ,9.902518182, ,3.910062217,2.967546557, ,4.980572007, ,106.1424173,82.74322149,134.1045588
266,S08000017,C71,Malignant brain cancer,Male, ,2014-2018,0,0,0,0,0,0,0,0,0,3,2,9,6,7,7,6,0,5,0,45,0,0,0,0,0,0,0,0,0,11.83431953,6.873560848,32.37293623,22.63296869,25.33111385,31.53863483,35.94105667,0,90.35056017,0,12.40373325,9.047368145,16.59717098,10.53481427,7.672566346, ,13.84374955, ,5.322805031,3.780463307, ,7.124894653, ,117.1697047,85.4643866,156.7822835
267,S08000017,C71,Malignant brain cancer,Female, ,2014-2018,0,0,0,0,0,0,0,0,1,1,1,2,1,5,6,6,1,1,0,25,0,0,0,0,0,0,0,0,4.700131604,3.561887801,3.216985684,6.798327611,3.576154204,17.93979405,24.61841457,32.34501348,7.013114524,11.46000458,0,6.504555791,4.209405548,9.602007487,5.318628776,3.427469518, ,7.618630515, ,2.497319403,1.505366916, ,3.736260213, ,90.76618462,58.73908894,133.9887937
268,S08000017,"C70-C72, C75.1-C75.3","Malig brain ca (incl pit. gland, cranio. duct, pineal gland)",All,d,2014-2018,0,0,0,0,0,0,0,0,1,4,3,12,7,14,13,12,1,6,0,73,0,0,0,0,0,0,0,0,2.455976619,7.487131493,4.9848792,20.97168822,12.85040295,25.22295289,27.91676509,34.04834866,3.916346832,42.07573633,0,9.770591857,7.658584325,12.28505236,8.234532083,6.443211721, ,10.24223505, ,4.085684257,3.123135329, ,5.1755561, ,108.5828547,85.11162485,136.5266377
269,S08000017,"C70-C72, C75.1-C75.3","Malig brain ca (incl pit. gland, cranio. duct, pineal gland)",Male, ,2014-2018,0,0,0,0,0,0,0,0,0,3,2,9,6,7,7,6,0,5,0,45,0,0,0,0,0,0,0,0,0,11.83431953,6.873560848,32.37293623,22.63296869,25.33111385,31.53863483,35.94105667,0,90.35056017,0,12.40373325,9.047368145,16.59717098,10.53481427,7.672566346, ,13.84374955, ,5.322805031,3.780463307, ,7.124894653, ,115.3200382,84.11522718,154.3072842
